Compound,CAS,MW,MW_Reference,Expocast,ExpoCast_Reference,Fub,Fub_Reference,Clint,Clint_Reference,pKa_Acceptor,pKa_Acceptor_Reference,pKa_Donor,pKa_Donor_Reference,logKow,logKow_Reference,CNS,CNS_Reference,Neutral_Form,Neutral_Form_Reference,Plasma_Conc_0,Plasma_Conc_10,Plasma_Conc_50,Plasma_Conc_90,logKlipw,logDlipw,IC10_Baseline,AC10,AC10_Top,AC10_HillSlope,AC50,Endpoint_effect,IC10,IC10_Top,IC10_HillSlope,IC50,Endpoint_cytotox,SR,TR
"1,2,3,4-Tetrabromo-5-(3,4-dibromophenoxy)benzene",405237-85-6,643.587,U.S. EPA CompTox Dashboard,5.78E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.86,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.38E-06,2.58E-06,4.07E-06,9.0686,9.0686,0.384633713,0.384633713,100,1,1.338876222,Baseline,0.384633713,100,1,1.338876222,Baseline,1,1
"Dibenzo(b,e)(1,4)dioxin, 1,2,3,4-tetrabromo-",104549-41-9,499.778,U.S. EPA CompTox Dashboard,8.26E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.81),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.72,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.10E-07,3.87E-07,6.05E-07,7.9172,7.9172,0.567175753,0.567175753,100,1,1.521418263,Baseline,0.567175753,100,1,1.521418263,Baseline,1,1
BDE-142,446254-98-4,643.587,U.S. EPA CompTox Dashboard,1.27E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.46,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.23E-06,2.29E-06,3.61E-06,8.6646,8.6646,0.443118834,0.443118834,100,1,1.397361344,Baseline,0.443118834,100,1,1.397361344,Baseline,1,1
"Naphthalene, 1-bromo-",11/9/1990,207.07,U.S. EPA CompTox Dashboard,3.64E-07,U.S. EPA CompTox Dashboard,0.11,OPERA (0.67),0,OPERA (0.46),#NV,ACD/Labs GALAS,11.55,ACD/Labs GALAS,4.32,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.24E-07,5.28E-07,8.15E-07,4.4832,4.4832,1.525271864,1.525271864,100,1,2.479514373,Baseline,1.525271864,100,1,2.479514373,Baseline,1,1
"3-Bromo-2H-pyrazolo[3,4-d]pyrimidine",1251033-27-8,199.011,U.S. EPA CompTox Dashboard,2.03E-07,U.S. EPA CompTox Dashboard,0.8,OPERA (0.59),0,OPERA (0.59),#NV,ACD/Labs GALAS,10,ACD/Labs GALAS,-0.1,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.34,ACD/Labs GALAS,0,2.43E-07,4.21E-07,6.69E-07,0.019,-0.372473966,5.226659201,5.226659201,100,1,6.180901711,Baseline,5.226659201,100,1,6.180901711,Baseline,1,1
"5-Bromo-N-(4,5-dihydro-1H-imidazol-2-yl)-6-Quinoxalinamine",59803-98-4,292.14,U.S. EPA CompTox Dashboard,2.19E-07,Wambaugh 2014,0.49,OPERA (0.54),7.37,OPERA (0.56),  9.20;  1.48; -2.55; -3.67; -4.93,Sipes 2017,None,Sipes 2017,0.97,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,5.00E-09,2.60E-08,1.0997,0.0997,4.654424903,4.654424903,100,1,5.608667412,Baseline,4.654424903,100,1,5.608667412,Baseline,1,1
"3,3',4,4',5,5'-Hexabromobiphenyl",60044-26-0,627.588,U.S. EPA CompTox Dashboard,7.22E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.82),-0.96,ACD/Labs GALAS,7.29,ACD/Labs GALAS,7.87,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.99E-07,3.67E-07,5.76E-07,8.0687,8.0687,0.540230718,0.540230718,100,1,1.494473228,Baseline,0.540230718,100,1,1.494473228,Baseline,1,1
"2-Bromo-1,4-benzoquinone",3958-82-5,186.992,U.S. EPA CompTox Dashboard,2.80E-06,U.S. EPA CompTox Dashboard,0.17,OPERA (0.4),138.07,OPERA (0.52),3.02,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.62,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,1.00E-09,3.00E-09,0.7462,0.7462,3.967501269,3.967501269,100,1,4.921743778,Baseline,3.967501269,100,1,4.921743778,Baseline,1,1
BDE-207,437701-79-6,880.275,U.S. EPA CompTox Dashboard,1.30E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.8),-1.5,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.62,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0.000129,0.0002422,0.0003819,10.8462,10.8462,0.184318609,0.184318609,100,1,1.138561118,Baseline,0.184318609,100,1,1.138561118,Baseline,1,1
BDE-131,446254-89-3,643.587,U.S. EPA CompTox Dashboard,1.23E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.61,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.66E-06,3.11E-06,4.91E-06,8.8161,8.8161,0.420530973,0.420530973,100,1,1.374773482,Baseline,0.420530973,100,1,1.374773482,Baseline,1,1
BDE-198,446255-42-1,801.379,U.S. EPA CompTox Dashboard,1.27E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.81),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.12,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.38E-05,8.22E-05,0.0001296,10.3412,10.3412,0.232962846,0.232962846,100,1,1.187205356,Baseline,0.232962846,100,1,1.187205356,Baseline,1,1
"2,2',3,3',4,5,5',6,6'-nonabromodiphenyl ether",437701-78-5,880.275,U.S. EPA CompTox Dashboard,1.38E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.8),0.36,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.7,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0.0001645,0.0003089,0.0004871,10.927,10.927,0.177059545,0.177059545,100,1,1.131302054,Baseline,0.177059545,100,1,1.131302054,Baseline,1,1
BDE-146,446255-02-3,643.587,U.S. EPA CompTox Dashboard,1.16E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.99,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.72E-06,6.98E-06,1.10E-05,9.1999,9.1999,0.366795585,0.366795585,100,1,1.321038095,Baseline,0.366795585,100,1,1.321038095,Baseline,1,1
BDE-94,446254-61-1,564.691,U.S. EPA CompTox Dashboard,9.03E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.02,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.78E-07,7.03E-07,1.11E-06,8.2202,8.2202,0.514232057,0.514232057,100,1,1.468474566,Baseline,0.514232057,100,1,1.468474566,Baseline,1,1
BDE-162,446255-13-6,643.587,U.S. EPA CompTox Dashboard,8.30E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.82),-0.04,ACD/Labs GALAS,9.19,ACD/Labs GALAS,9,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.72E-06,5.11E-06,8.05E-06,9.21,9.21,0.36544618,0.36544618,100,1,1.31968869,Baseline,0.36544618,100,1,1.31968869,Baseline,1,1
BDE-199,446255-43-2,801.379,U.S. EPA CompTox Dashboard,1.22E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.81),-1.5,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.16,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.61E-05,8.66E-05,0.0001365,10.3816,10.3816,0.228854422,0.228854422,100,1,1.183096932,Baseline,0.228854422,100,1,1.183096932,Baseline,1,1
BDE-107,446254-70-2,564.691,U.S. EPA CompTox Dashboard,1.01E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.27,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,7.29E-07,1.36E-06,2.14E-06,8.4727,8.4727,0.472914258,0.472914258,100,1,1.427156768,Baseline,0.472914258,100,1,1.427156768,Baseline,1,1
BDE-65,446254-36-0,485.795,U.S. EPA CompTox Dashboard,1.21E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.84),5.01,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.18,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.22E-07,2.18E-07,3.36E-07,7.3718,7.3718,0.67255904,0.67255904,100,1,1.626801549,Baseline,0.67255904,100,1,1.626801549,Baseline,1,1
"1,2,4,5-Tetrabromo-3-(2-bromophenoxy)benzene",446254-60-0,564.691,U.S. EPA CompTox Dashboard,5.17E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.92,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.76E-07,3.25E-07,5.10E-07,8.1192,8.1192,0.531461011,0.531461011,100,1,1.485703521,Baseline,0.531461011,100,1,1.485703521,Baseline,1,1
"1,2,4-Tribromobenzene",615-54-3,314.802,U.S. EPA CompTox Dashboard,2.18E-07,Wambaugh 2014,0.01,OPERA (0.66),0,OPERA (0.41),None,Sipes 2017,None,Sipes 2017,4.38,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.26E-07,2.05E-07,3.15E-07,4.5438,4.5438,1.500773317,1.500773317,100,1,2.455015827,Baseline,1.500773317,100,1,2.455015827,Baseline,1,1
BDE-203,337513-72-1,801.379,U.S. EPA CompTox Dashboard,7.09E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.81),-1.75,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.11,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.39E-05,4.48E-05,7.07E-05,10.3311,10.3311,0.233996088,0.233996088,100,1,1.188238597,Baseline,0.233996088,100,1,1.188238597,Baseline,1,1
BDE-48,337513-55-0,485.795,U.S. EPA CompTox Dashboard,1.05E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.71),0,OPERA (0.84),3.91,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.33,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.34E-07,2.42E-07,3.75E-07,7.5233,7.5233,0.641912693,0.641912693,100,1,1.596155203,Baseline,0.641912693,100,1,1.596155203,Baseline,1,1
PBB 030,59080-33-0,390.9,U.S. EPA CompTox Dashboard,9.79E-08,U.S. EPA CompTox Dashboard,0.05,OPERA (0.54),0,OPERA (0.84),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,5.92,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.70E-08,7.80E-08,1.19E-07,6.0992,6.0992,0.978224495,0.978224495,100,1,1.932467004,Baseline,0.978224495,100,1,1.932467004,Baseline,1,1
"1,1'-Biphenyl, 2,3',4,4',5'-pentabromo-",74114-77-5,548.692,U.S. EPA CompTox Dashboard,6.03E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.1,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.80E-08,8.50E-08,1.31E-07,7.291,7.291,0.689357346,0.689357346,100,1,1.643599856,Baseline,0.689357346,100,1,1.643599856,Baseline,1,1
"1,1'-Biphenyl, 2,2',4,4',5-pentabromo-",81397-99-1,548.692,U.S. EPA CompTox Dashboard,6.23E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.83),-0.4,ACD/Labs GALAS,14.98,ACD/Labs GALAS,7.05,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.60E-08,8.20E-08,1.26E-07,7.2405,7.2405,0.70002012,0.70002012,100,1,1.65426263,Baseline,0.70002012,100,1,1.65426263,Baseline,1,1
"2,2',3,4,4',5,6,6'-Octabromodiphenyl ether",446255-54-5,801.379,U.S. EPA CompTox Dashboard,8.97E-08,U.S. EPA CompTox Dashboard,0.05,OPERA (0.54),0,OPERA (0.81),5.49,ACD/Labs GALAS,13.14,ACD/Labs GALAS,9.95,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.09E-05,3.93E-05,6.19E-05,10.1695,10.1695,0.250867326,0.250867326,100,1,1.205109836,Baseline,0.250867326,100,1,1.205109836,Baseline,1,1
BDE-140,243982-83-4,643.587,U.S. EPA CompTox Dashboard,1.48E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.67,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.29E-06,4.29E-06,6.76E-06,8.8767,8.8767,0.411719546,0.411719546,100,1,1.365962055,Baseline,0.411719546,100,1,1.365962055,Baseline,1,1
BDE-171,446255-19-2,722.483,U.S. EPA CompTox Dashboard,1.06E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,9.33,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,6.59E-06,1.24E-05,1.95E-05,9.5433,9.5433,0.322673151,0.322673151,100,1,1.276915661,Baseline,0.322673151,100,1,1.276915661,Baseline,1,1
"Benzene, 1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)-",117948-63-7,722.483,U.S. EPA CompTox Dashboard,6.38E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,9.33,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.97E-06,7.45E-06,1.18E-05,9.5433,9.5433,0.322673151,0.322673151,100,1,1.276915661,Baseline,0.322673151,100,1,1.276915661,Baseline,1,1
"1,2,3,5-Tetrabromo-4-(2,4-dibromophenoxy)benzene",446254-96-2,643.587,U.S. EPA CompTox Dashboard,5.40E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.69,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,8.75E-07,1.64E-06,2.58E-06,8.8969,8.8969,0.408810296,0.408810296,100,1,1.363052806,Baseline,0.408810296,100,1,1.363052806,Baseline,1,1
"1,2,4,5-Tetrabromo-3-(2,4,6-tribromophenoxy)benzene",116995-32-5,722.483,U.S. EPA CompTox Dashboard,6.40E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,9.41,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.78E-06,8.98E-06,1.42E-05,9.6241,9.6241,0.312800827,0.312800827,100,1,1.267043337,Baseline,0.312800827,100,1,1.267043337,Baseline,1,1
BDE-201,446255-50-1,801.379,U.S. EPA CompTox Dashboard,1.09E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.81),9.36,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.08,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.43E-05,6.43E-05,0.0001015,10.3008,10.3008,0.237110629,0.237110629,100,1,1.191353139,Baseline,0.237110629,100,1,1.191353139,Baseline,1,1
BDE-147,116995-33-6,643.587,U.S. EPA CompTox Dashboard,1.18E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),-0.53,ACD/Labs GALAS,14.81,ACD/Labs GALAS,8.77,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.29E-06,4.30E-06,6.77E-06,8.9777,8.9777,0.397311002,0.397311002,100,1,1.351553511,Baseline,0.397311002,100,1,1.351553511,Baseline,1,1
"1,3,5-Tribromo-2-(2,3-dibromophenoxy)benzene",38463-82-0,564.691,U.S. EPA CompTox Dashboard,5.02E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.83),8.25,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.95,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.82E-07,3.36E-07,5.28E-07,8.1495,8.1495,0.526249136,0.526249136,100,1,1.480491646,Baseline,0.526249136,100,1,1.480491646,Baseline,1,1
"2,2',4,4',5-Pentabromodiphenyl ether",60348-60-9,564.691,U.S. EPA CompTox Dashboard,3.31E-07,Wambaugh 2014,0.01,OPERA (0.7),0,OPERA (0.83),None,Sipes 2017,None,Sipes 2017,8.18,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.96E-06,3.65E-06,5.75E-06,8.3818,8.3818,0.487505837,-0.275588353,100,1.504787106,0.35854953,TOX21_MMP_fitc,1.20173223,56.42339171,7.151947144,1.335156386,TOX21_RXR_BLA_Agonist_viability,30.01377228,0.193096146
"2,2',3,4,4',5',6-Heptabromodiphenyl ether",207122-16-5,722.483,U.S. EPA CompTox Dashboard,5.06E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.82),#NV,ACD/Labs GALAS,13.82,ACD/Labs GALAS,9.49,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.54E-06,8.53E-06,1.35E-05,9.7049,9.7049,0.303114973,0.303114973,100,1,1.257357483,Baseline,0.303114973,100,1,1.257357483,Baseline,1,1
"2,2',4,5'-Tetrabromodiphenyl Ether",243982-82-3,485.795,U.S. EPA CompTox Dashboard,1.03E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.71),0,OPERA (0.84),-1.9,ACD/Labs GALAS,10.08,ACD/Labs GALAS,7.46,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.65E-07,3.00E-07,4.66E-07,7.6546,7.6546,0.616224565,0.616224565,100,1,1.570467074,Baseline,0.616224565,100,1,1.570467074,Baseline,1,1
BDE-150,446255-05-6,643.587,U.S. EPA CompTox Dashboard,1.03E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),-0.69,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.66,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.56E-06,2.92E-06,4.60E-06,8.8666,8.8666,0.41317938,0.41317938,100,1,1.367421889,Baseline,0.41317938,100,1,1.367421889,Baseline,1,1
BDE-91,446254-58-6,564.691,U.S. EPA CompTox Dashboard,1.09E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),-0.45,ACD/Labs GALAS,14.81,ACD/Labs GALAS,8.02,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.57E-07,8.48E-07,1.33E-06,8.2202,8.2202,0.514232057,0.514232057,100,1,1.468474566,Baseline,0.514232057,100,1,1.468474566,Baseline,1,1
BDE-50,446254-23-5,485.795,U.S. EPA CompTox Dashboard,1.26E-07,U.S. EPA CompTox Dashboard,0.1,OPERA (0.46),0,OPERA (0.84),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.17,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.25E-07,2.24E-07,3.44E-07,7.3617,7.3617,0.674641352,0.674641352,100,1,1.628883862,Baseline,0.674641352,100,1,1.628883862,Baseline,1,1
BDE-104,446254-68-8,564.691,U.S. EPA CompTox Dashboard,1.33E-07,U.S. EPA CompTox Dashboard,0.1,OPERA (0.45),0,OPERA (0.83),#NV,ACD/Labs GALAS,5.07,ACD/Labs GALAS,7.86,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.98E-07,7.36E-07,1.16E-06,8.0586,8.0586,0.541997237,0.541997237,100,1,1.496239746,Baseline,0.541997237,100,1,1.496239746,Baseline,1,1
BDE-145,446255-01-2,643.587,U.S. EPA CompTox Dashboard,1.22E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,15.64,ACD/Labs GALAS,8.53,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.38E-06,2.58E-06,4.06E-06,8.7353,8.7353,0.432477293,0.432477293,100,1,1.386719802,Baseline,0.432477293,100,1,1.386719802,Baseline,1,1
"1,3-Dibromo-2-(2,4-dibromophenoxy)benzene",189084-57-9,485.795,U.S. EPA CompTox Dashboard,9.08E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.72),0,OPERA (0.84),#NV,ACD/Labs GALAS,4.56,ACD/Labs GALAS,7.22,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,9.70E-08,1.75E-07,2.69E-07,7.4122,7.4122,0.664279247,0.664279247,100,1,1.618521756,Baseline,0.664279247,100,1,1.618521756,Baseline,1,1
BDE-102,446254-66-6,564.691,U.S. EPA CompTox Dashboard,9.71E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.71),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.02,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.07E-07,7.56E-07,1.19E-06,8.2202,8.2202,0.514232057,0.514232057,100,1,1.468474566,Baseline,0.514232057,100,1,1.468474566,Baseline,1,1
BDE-168,53551-87-4,643.587,U.S. EPA CompTox Dashboard,1.30E-07,U.S. EPA CompTox Dashboard,0.05,OPERA (0.55),0,OPERA (0.82),9.07,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.84,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.96E-06,5.55E-06,8.75E-06,9.0484,9.0484,0.387427432,0.387427432,100,1,1.341669942,Baseline,0.387427432,100,1,1.341669942,Baseline,1,1
BDE-123,446254-83-7,564.691,U.S. EPA CompTox Dashboard,1.45E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.83),-1.5,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.19,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,8.79E-07,1.64E-06,2.57E-06,8.3919,8.3919,0.485869049,0.485869049,100,1,1.440111559,Baseline,0.485869049,100,1,1.440111559,Baseline,1,1
BDE-196,446255-39-6,801.379,U.S. EPA CompTox Dashboard,7.29E-08,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.81),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,10.08,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.29E-05,4.30E-05,6.79E-05,10.3008,10.3008,0.237110629,0.237110629,100,1,1.191353139,Baseline,0.237110629,100,1,1.191353139,Baseline,1,1
BDE-180,446255-26-1,722.483,U.S. EPA CompTox Dashboard,1.28E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.68),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,9.58,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.41E-05,2.65E-05,4.19E-05,9.7958,9.7958,0.292436894,0.292436894,100,1,1.246679404,Baseline,0.292436894,100,1,1.246679404,Baseline,1,1
"2,3',4,4',6-Pentabromodiphenyl Ether",189084-66-0,564.691,U.S. EPA CompTox Dashboard,1.02E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,15.44,ACD/Labs GALAS,8.11,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,5.19E-07,9.65E-07,1.52E-06,8.3111,8.3111,0.499073243,0.499073243,100,1,1.453315752,Baseline,0.499073243,100,1,1.453315752,Baseline,1,1
BDE-158,446255-09-0,643.587,U.S. EPA CompTox Dashboard,1.16E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.7),0,OPERA (0.82),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.78,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.31E-06,4.32E-06,6.81E-06,8.9878,8.9878,0.395888947,0.395888947,100,1,1.350131456,Baseline,0.395888947,100,1,1.350131456,Baseline,1,1
"2,3',4,4'-Tetrabromodiphenyl ether",189084-61-5,485.795,U.S. EPA CompTox Dashboard,3.36E-09,U.S. EPA CompTox Dashboard,0.01,OPERA (0.71),0,OPERA (0.84),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,7.47,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,5.00E-09,1.00E-08,1.50E-08,7.6647,7.6647,0.614281329,0.614281329,100,1,1.568523838,Baseline,0.614281329,100,1,1.568523838,Baseline,1,1
"2,2',4,4',5,6'-Hexabromodiphenyl ether",207122-15-4,643.587,U.S. EPA CompTox Dashboard,4.44E-09,U.S. EPA CompTox Dashboard,0.01,OPERA (0.69),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.83,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,9.90E-08,1.85E-07,2.92E-07,9.0383,9.0383,0.388829295,0.388829295,100,1,1.343071804,Baseline,0.388829295,100,1,1.343071804,Baseline,1,1
BDE-121,446254-81-5,564.691,U.S. EPA CompTox Dashboard,1.45E-07,U.S. EPA CompTox Dashboard,0.24,OPERA (0.24),0,OPERA (0.83),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,8.2,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,8.98E-07,1.67E-06,2.63E-06,8.402,8.402,0.484236159,0.484236159,100,1,1.438478668,Baseline,0.484236159,100,1,1.438478668,Baseline,1,1
