Compound,CAS,log_Benchmark_concentration,Activity_level,Concentrations,Responses,Endpoint,Reference,Is_viability
Tibrofan,15686-72-3,-0.141462802,50,"0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-15.71,8.267,-23.469,-1.543,1.601,-1.377,0.71,-1.388,0.529,-6.246,0.71,-2.014,0.889,-0.992,-3.047,-0.846,9.837,-6.27,0.484,-1.577,17.215,-14.016,14.96,12.086,18.61,51.718,52.377,56.334,89.845,69.839,80.38,97.624,91.818,95.998,91.813,84.244,90.712,88.376,8",TOX21_MMP_rhodamine,U.S. EPA ToxCast M4ID: 18637997,FALSE
Tibrofan,15686-72-3,1.448690864,50,"0.0005,0.0005,0.0005,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.03,0.03,0.03,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,3,3,3,8,8,8,20,20,20,40,40,40","-3.059,-0.119,-0.389,-10.632,1.337,-0.114,0.854,0.183,-5.467,1.066,-1.585,9.196,-0.548,-0.533,7.54,10.674,0.873,0.305,-6.128,-6.951,6.102,1.308,1.111,0.0675,-10.032,0.0171,-5.279,0.635,-7.729,-0.756,-0.294,5.858,-1.516,-6.301,0.718,1.395,7.418,0.0639,-1.6",TOX21_AR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18197767,TRUE
Tibrofan,15686-72-3,1.634376494,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-13.459,9.645,6.033,12.488,8.455,-23.004,1.018,4.506,4.454,0.744,1.164,5.963,6.584,0.609,-4.709,8.693,1.307,2.856,4.045,-4.742,1.208,-1.644,8.047,0.119,4.155,-1.214,6.722,-0.243,3.431,1.001,-6.844,-0.0821,2.546,1.48,5.104,5.122,0.954,-11.714,15.758,2.594,",TOX21_AhR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 18733130,TRUE
Tibrofan,15686-72-3,1.425191736,50,"0.0005,0.0005,0.0005,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.03,0.03,0.03,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,3,3,3,8,8,8,20,20,20,40,40,40","3.6,15.308,0.449,7.081,2.907,0.66,16.55,1.634,-13.613,-12.14,9.107,-1.569,-1.825,1.959,12.147,0.224,5.559,6.69,3.839,1.404,-1.314,4.038,-0.339,0.839,1.263,-10.066,1.546,3.131,-7.306,2.392,3.041,3.882,22.608,7.149,2.279,16.472,6.695,-0.965,12.995,24.715,29.066,40.895,94.215,91.666,84.944",TOX21_GR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18575024,TRUE
Tibrofan,15686-72-3,1.29578694,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,20,9,9,50,20,20,50,50","8.456,1.352,25.964,-1.001,19.229,9.45,4.739,2.809,2.134,-1.683,7.594,4.677,-2.014,-1.967,0.59,-4.853,0.168,13.525,2.578,1.633,5.338,3.568,1.614,4.542,4.352,-1.74,19.926,1.561,3.926,-2.164,19.882,-2.542,1.859,1.893,27.153,3.303,13.761,0.334,8.848,85.649,65.783,44.4,85.922,85.488",TOX21_TR_LUC_GH3_Antagonist_viability,U.S. EPA ToxCast M4ID: 18710065,TRUE
Tibrofan,15686-72-3,1.58521249,50,"0.0006,0.0006,0.0006,0.0006,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.007,0.007,0.007,0.007,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.07,0.07,0.07,0.07,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,2,2,2,2,4,4,4,4,9,9,9,9,20,20,20,20,50,50,50,50","2.881,-1.034,-3.209,-0.226,2.349,4.405,5.573,5.876,4.486,0.335,0.0492,-7.042,-9.509,-0.767,2.615,-0.0663,-2.409,-9.531,-0.0796,4.505,-18.669,-2.486,4.19,8.256,5.532,10.452,2.548,-7.039,-2.178,-7.53,-3.969,3.583,3.136,4.099,-9.329,-3.39,-3.612,2.86,-0.614,-0.176,2.654,-8.339,3.81,6.424,8.685,21.603,7.845,4.543,8.58,4.371,15.411,17.831,9.483,12.03,8.678,21.188,73.96,52.442,53.475,71.823",TOX21_p53_BLA_p1_viability,U.S. EPA ToxCast M4ID: 18845190,TRUE
Tibrofan,15686-72-3,1.368249685,50,"0.0006,0.001,0.003,0.007,0.01,0.03,0.07,0.2,0.4,0.8,2,4,9,20,50","6.094,4.949,1.893,-0.95,10.808,5.429,-4.991,1.167,2.725,-0.0216,3.744,10.296,5.63,30.701,61.149",TOX21_p53_BLA_p2_viability,U.S. EPA ToxCast M4ID: 19179639,TRUE
Tibrofan,15686-72-3,1.488621213,50,"0.0006,0.001,0.003,0.007,0.01,0.03,0.07,0.2,0.4,0.8,2,4,9,20,50","5.418,5.099,-3.749,0.0566,-4.185,0,-0.353,-3.946,-0.0109,-3.022,-5.319,2.594,15.09,13.558,59.999",TOX21_p53_BLA_p3_viability,U.S. EPA ToxCast M4ID: 19217812,TRUE
Tibrofan,15686-72-3,1.277929947,50,"0.0006,0.001,0.003,0.007,0.01,0.03,0.07,0.2,0.4,0.8,2,4,9,20,50","9.027,0.758,0.805,-0.413,-4.626,2.859,0.236,-0.637,6.817,0.985,0.943,0.311,13.535,27.998,46.29",TOX21_p53_BLA_p4_viability,U.S. EPA ToxCast M4ID: 19266653,TRUE
Coumaphos,56-72-4,1.77028485,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.46,-4.569,-4.448,-4.553,-3.133,2.246,-5.08,-2.351,-6.635,-4.76,-7.978,-0.237,-4.439,-6.326,-0.904,1.167,-4.244,-0.859,-1.186,2.029,-9.421,-1.62,-3.825,-1.395,1.18,-6.832,-4.105,1.258,-7.875,-4.191,-4.356,-5.247,-3.729,-1.176,-6.004,-10.034,-6.376,-4.248,-2.051,-1.057,9.794,0.661,46.982,38.784,48.684",TOX21_CASP3_CHO_viability,U.S. EPA ToxCast M4ID: 35518374,TRUE
Coumaphos,56-72-4,1.612857998,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.438,-0.0387,-4.775,-6.893,-10.386,1.809,0.738,-2.982,-3.172,-2.015,-6.551,-1.087,-2.362,-1.508,-10.708,-3.177,-2.272,6.943,-2.99,-3.786,-0.647,-2.102,-1.745,-4.398,-6.76,-2.977,-1.932,-1.832,7.355,0.832,1.815,10.687,6.755,1.592,0.83,1.403,16.106,13.453,16.477,39.27,28.973,27.862,49.12,47.284,57.45",TOX21_MMP_viability,U.S. EPA ToxCast M4ID: 18641508,TRUE
Coumaphos,56-72-4,1.172048034,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","2.891,1.68,8.733,-0.76,0.74,5.213,2.193,9.252,7.232,1.835,15.2,23.466,41.186,57.24,64.464",TOX21_RT_HEK293_GLO_08hr_viability,U.S. EPA ToxCast M4ID: 35054233,TRUE
Coumaphos,56-72-4,1.204499824,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","2.489,0.125,8.606,0.606,0.0563,8.478,3.24,10.374,6.363,2.523,13.077,25.229,43.462,56.186,68.896",TOX21_RT_HEK293_GLO_16hr_viability,U.S. EPA ToxCast M4ID: 35063903,TRUE
Coumaphos,56-72-4,1.204743833,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","3.934,1.543,5.084,0.906,-1.301,7.286,1.168,6.685,2.834,-0.392,10.076,26.043,41.152,52.354,65.749",TOX21_RT_HEK293_GLO_24hr_viability,U.S. EPA ToxCast M4ID: 35073573,TRUE
Coumaphos,56-72-4,1.117337595,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","2.938,1.187,3.72,-0.404,0.593,4.493,-1.56,5.031,-0.988,1.736,11.457,25.629,39.03,52.428,63.072",TOX21_RT_HEK293_GLO_32hr_viability,U.S. EPA ToxCast M4ID: 35083243,TRUE
Coumaphos,56-72-4,1.138649995,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","1.356,-0.253,2.482,0.951,1.652,3.401,3.109,2.893,1.98,-0.653,10.688,23.884,41.13,50.637,61.88",TOX21_RT_HEK293_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35092913,TRUE
Coumaphos,56-72-4,1.036029731,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.353,0.231,-2.067,-2.435,-3.265,-0.457,-2.151,-1.531,14.516,14.756,12.986,2.955,20.423,24.385,30.389",TOX21_RT_HEPG2_GLO_00hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35161595,TRUE
Coumaphos,56-72-4,1.380355982,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","1,-0.867,2.188,-1.054,2.311,-0.0579,-1.717,-0.768,0.667,1.902,5.58,-0.29,9.041,17.462,25.318",TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35169218,TRUE
Coumaphos,56-72-4,1.54409286,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.841,-1.686,0.46,-0.895,-3.443,-3.1,0.0018,-2.68,0.215,1.259,0.0572,2.399,0.799,7.293,25.98",TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35180935,TRUE
Coumaphos,56-72-4,0.938726915,50,none,none,NUMBER_OF_SPIKES,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.937888552,50,none,none,MEAN_FIRING_RATE_HZ,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.845388123,50,none,none,NUMBER_OF_BURSTS,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.659865877,50,none,none,NUMBER_OF_SPIKES_PER_BURST_AVG,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.838887104,50,none,none,INTER_BURST_INTERVAL_AVG_(SEC),Kosnik et al.,FALSE
Coumaphos,56-72-4,0.607752205,50,none,none,BURST_PERCENTAGE_AVG_(SEC),Kosnik et al.,FALSE
Coumaphos,56-72-4,0.664709252,50,none,none,NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.575540497,50,none,none,NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD,Kosnik et al.,FALSE
Coumaphos,56-72-4,1.035561824,50,none,none,NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG,Kosnik et al.,FALSE
Coumaphos,56-72-4,1.210582397,50,none,none,NETWORK_BURST_PERCENTAGE,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.332574354,50,none,none,FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,Kosnik et al.,FALSE
Coumaphos,56-72-4,0.978595109,50,none,none,SYNCHRONY_INDEX,Kosnik et al.,FALSE
Coumaphos,56-72-4,1.619458569,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.362,1.116,4.066,-0.267,1.225,1.518,7.354,1.047,-0.578,2.408,3.721,2.317,2.51,-0.631,0.728,0.772,0.0677,9.189,5.308,1.663,-7.917,-10.277,5.241,-11.619,4.789,-1.544,-3.169,-13.934,2.84,1.794,4.78,2.562,5.473,10.577,10.092,14.043,37.946,23.692,0.314,75.134,47.695,44.854,81.267,93.014,92.426",TOX21_MMP_ratio_down,U.S. EPA ToxCast M4ID: 18608921,FALSE
Coumaphos,56-72-4,1.678345355,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.291,3.16,5.094,-2.022,2.144,-7.827,-3.119,-11.051,5.453,2.615,0.0249,0.602,4.033,0.276,-2.131,12.451,1.24,1.109,2.309,-11.62,6.043,7.164,-22.734,-14,-24.91,6.174,-9.738,-5.262,-17.566,2.571,2.776,3.657,1.833,6.458,13.234,-0.304,19.475,-8.286,33.901,40.",TOX21_MMP_rhodamine,U.S. EPA ToxCast M4ID: 18635211,FALSE
